id,cross_session_id,GFP,Gad2,Vip,Npy,Sst,Pdyn,Cck,Sncg,Pvalb,Reln,Tac1,Slc17a7
4,191,7,93,0,0,0,2,174,1,1,38,0,0
6,205,14,70,0,76,0,0,2,1,1,1,0,0
7,190,44,45,0,0,0,0,41,0,1,5,0,0
8,207,100,9,0,0,2,2,67,20,0,31,1,0
9,180,22,21,0,0,1,5,0,1,0,3,0,0
10,147,9,18,0,0,0,0,0,1,0,16,0,0
12,125,1,112,0,0,0,2,0,1,1,64,0,0
13,156,34,9,0,0,0,1,5,1,1,29,0,0
14,196,41,20,0,0,0,0,89,0,2,26,0,0
15,157,28,30,0,0,1,0,4,2,0,1,0,0
16,86,22,18,0,1,0,0,0,1,2,13,0,0
17,193,52,35,0,0,0,0,0,1,5,0,0,0
18,145,42,5,0,0,1,0,8,0,2,6,0,0
19,171,11,65,0,18,1,2,0,0,1,1,0,0
20,206,0,0,0,0,0,0,0,0,2,0,0,0
22,197,23,94,0,0,317,2,0,0,0,0,0,0
24,146,0,0,0,0,0,0,0,0,0,23,0,0
25,144,47,7,0,0,1,0,1,0,1,42,0,0
26,201,58,27,180,0,0,1,0,2,3,0,0,0
27,174,0,153,0,1,0,0,70,1,1,27,0,0
28,199,47,14,2,0,0,1,7,0,0,8,0,0
32,188,21,49,0,0,0,0,7,1,1,12,0,0
33,202,26,58,0,0,0,0,61,0,1,73,0,0
34,200,34,51,0,0,0,0,26,0,3,6,0,0
35,194,37,37,0,0,0,0,0,2,1,13,0,0
36,181,83,9,0,0,0,0,44,1,0,2,0,0
37,175,97,19,0,354,347,0,3,0,0,0,0,0
38,189,49,14,0,0,0,0,60,1,1,3,0,0
39,159,78,7,0,0,0,0,0,0,1,13,0,0
40,215,77,49,0,0,0,0,25,3,87,0,168,0
41,198,42,46,0,0,0,0,83,1,1,7,0,0
44,110,40,8,0,0,1,0,0,0,0,81,0,0
46,182,56,12,0,0,0,0,10,0,0,17,0,0
47,112,64,6,0,0,0,0,6,0,0,15,0,0
50,203,2,106,0,0,2,4,4,0,1,71,0,1
51,209,92,38,0,0,0,0,10,0,1,9,0,0
52,186,63,10,0,0,0,3,18,2,0,48,0,0
54,178,32,38,0,0,0,0,3,0,0,29,0,0
55,177,60,4,0,0,0,0,57,0,0,37,0,0
59,172,101,5,0,0,0,0,27,2,1,19,0,0
61,167,58,34,0,0,0,0,0,0,0,53,0,0
62,210,21,74,0,0,0,0,30,0,0,2,0,0
64,168,62,3,0,10,0,0,0,0,0,3,0,0
65,214,123,3,8,0,0,0,31,7,1,19,0,0
